,Description,Sentiment
370,"She's a cosmopolitan out of work journalist from a family of eight older brothers.
",0.08333333333333333
371,"She's a supernatural red headed barmaid fleeing from a Satanic cult
",0.08333333333333333
372,"She's a supernatural blonde cab driver in the witness protection scheme.
",0.08333333333333333
373,"She's a man hating blonde schoolgirl from a family of eight older brothers. 
",0.08333333333333333
374,"She's a chain smoking hip hop former first lady from aristocratic European stock. 
",0.08333333333333333
375,"She's a supernatural bisexual magician's assistant with only herself to blame.
",0.08333333333333333
376,"She's a high kicking blonde detective with a flame thrower.
",0.08
377,"She's a high kicking impetuous archaeologist with only herself to blame
",0.08
378,"She's a high kicking motormouth mercenary from a different time and place. 
",0.08
379,"She's a high kicking blonde traffic cop from Mars. 
",0.08
380,"She's a high kicking paranoid mermaid from a different time and place
",0.08
381,"She's a bloodthirsty cat loving pearl diver living homeless in New York's sewers
",0.07878787878787878
382,"She's a foxy blonde politician living homeless in New York's sewers. 
",0.06818181818181818
383,"She's a strong willed communist lawyer who inherited a spooky stately manor from her late maiden aunt. 
",0.06666666666666665
384,"She's a brilliant out of work mechanic who hides her beauty behind a pair of thick framed spectacles. 
",0.06666666666666665
385,"She's an artistic mutant politician with a knack for trouble. 
",0.06666666666666665
386,"She's a sharp shooting kleptomaniac mercenary married to the Mob. 
",0.0625
387,"She's a plucky red headed single mother married to the Mob
",0.05952380952380953
388,"She's a chain smoking African American Hell's Angel from a family of eight older brothers. 
",0.05555555555555555
389,"She's a provocative African American fairy princess from a family of eight older brothers
",0.05555555555555555
390,"She's a high kicking winged bodyguard looking for love in all the wrong places. 
",0.053333333333333344
391,"She's a high kicking nymphomaniac stripper looking for love in all the wrong places.
",0.053333333333333344
392,"She's a high kicking African American research scientist from out of town. 
",0.05333333333333334
393,"She's a sarcastic blonde lawyer with a song in her heart and a spring in her step
",0.05
394,"She's a sarcastic French Canadian traffic cop with the power to bend men's minds
",0.05
395,"She's a wealthy tomboy museum curator from a secret island of warrior women. 
",0.04999999999999999
396,"She's a violent goth pearl diver with an incredible destiny
",0.04999999999999999
397,"She's a psychotic wisecracking mechanic with her own daytime radio talk show. 
",0.04999999999999999
398,"She's a scantily clad foul mouthed queen of the dead descended from a line of powerful witches,
",0.04999999999999999
399,"She's a psychotic hip hop wrestler with her own daytime radio talk show.
",0.04999999999999999
400,"She's a time travelling cat loving bodyguard operating on the wrong side of the law
",0.04999999999999999
401,"She's an elegant junkie college professor from a secret island of warrior women
",0.04999999999999999
402,"She's a bloodthirsty nymphomaniac nun with her own daytime radio talk show.
",0.04999999999999999
403,"She's a bloodthirsty mutant snake charmer with her own daytime radio talk show
",0.04999999999999999
404,"She's a beautiful nymphomaniac mermaid who hides her beauty behind a pair of thick framed spectacles.
",0.04999999999999997
405,"She's a high kicking tomboy single mother with an MBA from Harvard.
",0.04428571428571429
406,"She's a mentally unstable psychic former first lady from aristocratic European stock,
",0.0375
407,"She's a beautiful French Canadian wrestler who hides her beauty behind a pair of thick framed spectacles,
",0.03749999999999998
408,"She's a violent red headed angel with an incredible destiny. 
",0.033333333333333326
409,"She's a sarcastic African American fairy princess from a different time and place. 
",0.025
410,"She's a green fingered junkie mermaid married to the Mob
",0.024999999999999994
411,"She's a mistrustful green skinned magician's assistant married to the Mob.
",0.024999999999999994
412,"She's a transdimensional green skinned former first lady with a flame thrower.
",0.016666666666666663
413,"She's a pregnant belly dancing politician who inherited a spooky stately manor from her late maiden aunt. 
",0.016666666666666663
414,"She's an orphaned African American queen of the dead married to the Mob. 
",0.012499999999999997
415,"She's a hard bitten antique collecting opera singer descended from a line of powerful witches. 
",0.004166666666666652
416,"She's a time travelling cigar chomping detective from Mars.
",0.0
417,"She's an orphaned thirtysomething bounty hunter from aristocratic European stock.
",0.0
418,"She's a virginal gold digging stripper with an MBA from Harvard
",0.0
419,"She's a manipulative nymphomaniac mermaid with the power to see death.
",0.0
420,"She's a vivacious winged nun on the trail of a serial killer
",0.0
421,"She's a radical psychic advertising executive fleeing from a Satanic cult. 
",0.0
422,"She's a cosmopolitan goth nun with the power to see death
",0.0
423,"She's a mistrustful wisecracking mercenary with the power to see death
",0.0
424,"She's a mistrustful out of work snake charmer with a song in her heart and a spring in her step
",0.0
425,"She's a vivacious red headed wrestler from Mars. 
",0.0
426,"She's a vivacious junkie archaeologist from Mars.
",0.0
427,"She's a virginal antique collecting vampire from aristocratic European stock. 
",0.0
428,"She's a green fingered green skinned magician's assistant with the soul of a mighty warrior
",0.0
429,"She's a cosmopolitan junkie fairy princess prone to fits of savage, blood crazed rage. 
",0.0
430,"She's a manipulative red headed angel from out of town.
",0.0
431,"She's a time travelling tomboy opera singer who believes she is the reincarnation of an ancient Egyptian queen.
",0.0
432,"She's a tortured kleptomaniac wrestler prone to fits of savage, blood crazed rage.
",0.0
433,"She's a virginal wisecracking lawyer from a different time and place.
",0.0
434,"She's an enchanted junkie angel fleeing from a Satanic cult.
",0.0
435,"She's a chain smoking foul mouthed widow from aristocratic European stock
",0.0
436,"She's a plucky kleptomaniac traffic cop with an MBA from Harvard
",0.0
437,"She's a time travelling winged traffic cop with a birthmark shaped like Liberty's torch
",0.0
438,"She's a radical punk doctor from beyond the grave They fight crime!
",0.0
439,"She's an orphaned motormouth college professor from Mars. 
",0.0
440,"She's a man hating impetuous lawyer with an MBA from Harvard. 
",0.0
441,"She's a scantily clad mutant traffic cop on the trail of a serial killer. 
",0.0
442,"She's a manipulative African American snake charmer prone to fits of savage, blood crazed rage. 
",0.0
443,"She's a time travelling nymphomaniac soap star who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
444,"She's a cosmopolitan kleptomaniac journalist living on borrowed time. 
",0.0
445,"She's an enchanted wisecracking fairy princess trying to make a difference in a man's world
",0.0
446,"She's a ditzy cigar chomping hooker with a flame thrower
",0.0
447,"She's They fight crime!/P>
",0.0
448,"She's a manipulative red headed bodyguard with someone else's memories. 
",0.0
449,"She's a scantily clad mutant detective from aristocratic European stock
",0.0
450,"She's a foxy hip hop wrestler with an MBA from Harvard
",0.0
451,"She's a ditzy tempestuous lawyer prone to fits of savage, blood crazed rage. 
",0.0
452,"She's a foxy punk Valkyrie on her way to prison for a murder she didn't commit.
",0.0
453,"She's a foxy kleptomaniac femme fatale from aristocratic European stock. 
",0.0
454,"She's a transdimensional gypsy journalist from out of town
",0.0
455,"She's a wealthy red headed hooker operating on the wrong side of the law. 
",0.0
456,"She's a radical French Canadian pearl diver with a song in her heart and a spring in her step
",0.0
457,"She's an enchanted insomniac museum curator from beyond the grave 
",0.0
458,"She's a provocative Bolivian college professor prone to fits of savage, blood crazed rage. 
",0.0
459,"She's a scantily clad Bolivian soap star living on borrowed time
",0.0
460,"She's a provocative gold digging hooker with a song in her heart and a spring in her step. 
",0.0
461,"She's a chain smoking goth college professor from out of town. 
",0.0
462,"She's a transdimensional Bolivian advertising executive with a birthmark shaped like Liberty's torch
",0.0
463,"She's a time travelling impetuous mermaid with the power to see death.
",0.0
464,"She's an orphaned kleptomaniac college professor with the power to see death. 
",0.0
465,"She's a manipulative gypsy mercenary living on borrowed time. 
",0.0
466,"She's an orphaned motormouth angel with only herself to blame. 
",0.0
467,"She's a mistrustful hypochondriac advertising executive with a flame thrower.
",0.0
468,"She's a provocative extravagent lawyer who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
469,"She's a cosmopolitan motormouth bodyguard with the power to see death. 
",0.0
470,"She's a virginal mutant bodyguard from a different time and place.
",0.0
471,"She's a virginal Buddhist archaeologist in the witness protection scheme. 
",0.0
472,"She's a man hating kleptomaniac barmaid with a flame thrower.
",0.0
473,"She's a tortured Bolivian angel with a song in her heart and a spring in her step. 
",0.0
474,"She's a cosmopolitan hypochondriac femme fatale from Mars.
",0.0
475,"She's a cosmopolitan antique collecting archaeologist from out of town. 
",0.0
476,"She's a transdimensional kleptomaniac detective from beyond the grave
",0.0
477,"She's a scantily clad paranoid archaeologist from a different time and place. 
",0.0
478,"She's a time travelling tomboy nun from aristocratic European stock. 
",0.0
479,"She's a plucky nymphomaniac schoolgirl from out of town. 
",0.0
480,"She's a manipulative streetsmart archaeologist from a different time and place.
",0.0
481,"She's a man hating kleptomaniac traffic cop with someone else's memories. 
",0.0
482,"She's a man hating renegade femme fatale on her way to prison for a murder she didn't commit. 
",0.0
483,"She's a man hating winged nun trying to make a difference in a man's world.
",0.0
484,"She's a ditzy impetuous hooker from out of town. 
",0.0
485,"She's an orphaned renegade bounty hunter on the trail of a serial killer. 
",0.0
486,She's an orphaned thirtysomething barmaid in the witness protection scheme.,0.0
487,"She's a chain smoking insomniac bounty hunter on her way to prison for a murder she didn't commit. 
",0.0
488,"She's a cosmopolitan bisexual mechanic trying to make a difference in a man's world. 
",0.0
489,"She's a transdimensional communist lawyer who can talk to animals. 
",0.0
490,"She's a tortured French Canadian hooker with only herself to blame. 
",0.0
491,"She's a scantily clad winged advertising executive from out of town. 
",0.0
492,"She's a transdimensional snooty college professor who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
493,"She's an enchanted insomniac mermaid with a birthmark shaped like Liberty's torch. 
",0.0
494,"She's a ditzy tomboy bounty hunter from beyond the grave 
",0.0
495,"She's a man hating goth schoolgirl with an MBA from Harvard. 
",0.0
496,"She's a time travelling communist socialite who can talk to animals. 
",0.0
497,"She's a mistrustful cigar chomping barmaid from Mars. 
",0.0
498,"She's a time travelling tomboy Hell's Angel with an MBA from Harvard. 
",0.0
499,"She's a man hating red headed mercenary with a song in her heart and a spring in her step. 
",0.0
500,"She's an orphaned renegade femme fatale with a birthmark shaped like Liberty's torch. 
",0.0
501,"She's a cosmopolitan extravagent cab driver living on borrowed time. 
",0.0
502,"She's a scantily clad thirtysomething detective with a flame thrower. 
",0.0
503,"She's a man hating gypsy cab driver from aristocratic European stock. 
",0.0
504,"She's an orphaned insomniac barmaid from a different time and place. 
",0.0
505,"She's a provocative African American stripper with the power to bend men's minds. 
",0.0
506,"She's a virginal mute fairy princess on her way to prison for a murder she didn't commit.
",0.0
507,"She's a manipulative gold digging museum curator with an MBA from Harvard. 
",0.0
508,"She's a manipulative out of work barmaid from Mars
",0.0
509,"She's a manipulative snooty angel in the witness protection scheme. 
",0.0
510,"She's a provocative goth vampire with someone else's memories. 
",0.0
511,"She's an enchanted punk mechanic on her way to prison for a murder she didn't commit
",0.0
512,"She's a provocative bisexual pearl diver from a different time and place. 
",0.0
513,"She's a time travelling extravagent advertising executive who believes she is the reincarnation of an ancient Egyptian queen
",0.0
514,"She's a provocative Bolivian wrestler trying to make a difference in a man's world. 
",0.0
515,"She's a tortured Bolivian nun with only herself to blame
",0.0
516,"She's a cosmopolitan red headed lawyer who can talk to animals. 
",0.0
517,"She's a foxy tomboy vampire on her way to prison for a murder she didn't commit.
",0.0
518,"She's a foxy kleptomaniac politician on her way to prison for a murder she didn't commit. 
",0.0
519,"She's a radical tomboy journalist prone to fits of savage, blood crazed rage. 
",0.0
520,"She's a manipulative cigar chomping mechanic fleeing from a Satanic cult
",0.0
521,"She's a transdimensional paranoid traffic cop with the power to bend men's minds. 
",0.0
522,"She's a chain smoking hypochondriac Valkyrie living on borrowed time. 
",0.0
523,"She's a manipulative paranoid mechanic from out of town.
",0.0
524,"She's a plucky motormouth magician's assistant prone to fits of savage, blood crazed rage. 
",0.0
525,"She's an orphaned tempestuous mermaid fleeing from a Satanic cult. 
",0.0
526,"She's a transdimensional belly dancing widow from aristocratic European stock.
",0.0
527,"She's a tortured African American snake charmer with the power to bend men's minds. 
",0.0
528,"She's an orphaned blonde wrestler with the power to see death. 
",0.0
529,"She's a foxy snooty bounty hunter looking for love in all the wrong places
",0.0
530,"She's a manipulative mutant opera singer from aristocratic European stock. 
",0.0
531,"She's a cosmopolitan wisecracking cab driver who can talk to animals. 
",0.0
532,"She's a man hating red headed journalist with someone else's memories. 
",0.0
533,"She's an orphaned paranoid traffic cop with a birthmark shaped like Liberty's torch. 
",0.0
534,"She's a mistrustful bisexual widow who can talk to animals. 
",0.0
535,"She's a time travelling psychic bounty hunter with a song in her heart and a spring in her step. 
",0.0
536,"She's a manipulative communist pearl diver prone to fits of savage, blood crazed rage.
",0.0
537,"She's a virginal tomboy traffic cop with a song in her heart and a spring in her step.
",0.0
538,"She's a tortured punk lawyer with the power to see death
",0.0
539,"She's a manipulative African American doctor with a birthmark shaped like Liberty's torch.
",0.0
540,"She's a vivacious mute schoolgirl with a song in her heart and a spring in her step.
",0.0
541,"She's an elegant hypochondriac archaeologist from the wrong side of the tracks
",0.0
542,"She's a ditzy communist socialite from beyond the grave 
",0.0
543,"She's a plucky Bolivian lawyer with a flame thrower. 
",0.0
544,"She's a foxy bisexual snake charmer with a flame thrower. 
",0.0
545,"She's a radical mute stripper on her way to prison for a murder she didn't commit
",0.0
546,"She's a time travelling streetsmart advertising executive with a birthmark shaped like Liberty's torch
",0.0
547,"She's an orphaned renegade femme fatale from Mars. 
",0.0
548,"She's an orphaned wisecracking magician's assistant with an MBA from Harvard. 
",0.0
549,"She's a chain smoking snooty archaeologist living on borrowed time. 
",0.0
550,"She's a tortured junkie mermaid from beyond the grave 
",0.0
551,"She's a vivacious nymphomaniac magician's assistant prone to fits of savage, blood crazed rage. 
",0.0
552,"She's an enchanted nymphomaniac widow trying to make a difference in a man's world. 
",0.0
553,"She's a scantily clad extravagent magician's assistant with an MBA from Harvard
",0.0
554,"She's a time travelling gypsy archaeologist from beyond the grave 
",0.0
555,"She's a man hating streetsmart traffic cop from aristocratic European stock
",0.0
556,"She's a tortured goth cab driver with a flame thrower.
",0.0
557,"She's a cosmopolitan nymphomaniac widow living on borrowed time. 
",0.0
558,"She's an enchanted nymphomaniac schoolgirl with a flame thrower.
",0.0
559,"She's a vivacious kleptomaniac pearl diver with someone else's memories. 
",0.0
560,"She's a plucky blonde politician from a different time and place. 
",0.0
561,"She's an orphaned tomboy wrestler looking for love in all the wrong places. 
",0.0
562,"She's a cold hearted cat loving detective trying to make a difference in a man's world
",0.0
563,"She's a radical kleptomaniac journalist with a song in her heart and a spring in her step. 
",0.0
564,"She's a tortured red headed archaeologist in the witness protection scheme.
",0.0
565,"She's a transdimensional extravagent lawyer who can talk to animals
",0.0
566,"She's They fight crime!
",0.0
567,"She's They fight crime!
",0.0
568,"She's a cosmopolitan wisecracking pearl diver with someone else's memories. 
",0.0
569,"She's a manipulative gold digging stripper fleeing from a Satanic cult.
",0.0
570,"She's a transdimensional gypsy doctor from out of town. 
",0.0
571,"She's a tortured foul mouthed mercenary from beyond the grave.
",0.0
572,"She's a radical African American politician on her way to prison for a murder she didn't commit
",0.0
573,"She's an orphaned psychic vampire in the witness protection scheme
",0.0
574,"She's a tortured foul mouthed hooker with an MBA from Harvard.
",0.0
575,"She's an orphaned nymphomaniac schoolgirl trying to make a difference in a man's world
",0.0
576,"She's a manipulative French Canadian barmaid with a birthmark shaped like Liberty's torch. 
",0.0
577,"She's an enchanted Bolivian hooker on her way to prison for a murder she didn't commit
",0.0
578,"She's a foxy French Canadian museum curator with the power to see death.
",0.0
579,"She's a radical streetsmart museum curator looking for love in all the wrong places.
",0.0
580,"She's a plucky junkie magician's assistant on her way to prison for a murder she didn't commit
",0.0
581,"She's a vivacious cigar chomping hooker on her way to prison for a murder she didn't commit.
",0.0
582,"She's a radical French Canadian journalist prone to fits of savage, blood crazed rage.
",0.0
583,"She's a ditzy mute college professor on her way to prison for a murder she didn't commit.
",0.0
584,"She's a tortured mutant cab driver looking for love in all the wrong places. 
",0.0
585,"She's a plucky kleptomaniac stripper from Mars. 
",0.0
586,"She's a man hating Buddhist bodyguard from a different time and place. 
",0.0
587,"She's a ditzy Buddhist mechanic on her way to prison for a murder she didn't commit
",0.0
588,"She's a virginal cigar chomping mechanic prone to fits of savage, blood crazed rage
",0.0
589,"She's a vivacious nymphomaniac doctor in the witness protection scheme. 
",0.0
590,"She's a ditzy extravagent angel from aristocratic European stock. 
",0.0
591,"She's a mistrustful junkie Hell's Angel on the trail of a serial killer. 
",0.0
592,"She's a man hating nymphomaniac femme fatale from a different time and place
",0.0
593,"She's a time travelling gold digging advertising executive with a song in her heart and a spring in her step
",0.0
594,"She's a ditzy African American doctor living on borrowed time
",0.0
595,"She's an orphaned streetsmart widow with only herself to blame.
",0.0
596,"She's a manipulative renegade snake charmer fleeing from a Satanic cult. 
",0.0
597,"She's a ditzy hip hop pearl diver with the power to see death. 
",0.0
598,"She's a man hating mutant Hell's Angel with only herself to blame.
",0.0
599,"She's a time travelling extravagent stripper fleeing from a Satanic cult.
",0.0
600,"She's a ditzy gold digging politician with a birthmark shaped like Liberty's torch.
",0.0
601,"She's a mistrustful gold digging widow with a birthmark shaped like Liberty's torch.
",0.0
602,"She's a provocative antique collecting vampire from beyond the grav
",0.0
603,"She's a tortured punk doctor living on borrowed time. 
",0.0
604,"She's a foxy foul mouthed vampire who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
605,"She's a chain smoking cigar chomping lawyer with only herself to blame. 
",0.0
606,"She's a radical gypsy nun on her way to prison for a murder she didn't commit
",0.0
607,"She's a ditzy tomboy soap star living on borrowed time. 
",0.0
608,"She's an enchanted mutant lawyer who can talk to animals,
",0.0
609,"She's a provocative mute magician's assistant fleeing from a Satanic cult
",0.0
610,"She's a time travelling foul mouthed socialite who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
611,"She's a plucky red headed pearl diver on her way to prison for a murder she didn't commit. 
",0.0
612,"She's a scantily clad foul mouthed Valkyrie fleeing from a Satanic cult
",0.0
613,"She's a tortured wisecracking bodyguard with someone else's memories. 
",0.0
614,"She's an enchanted French Canadian museum curator fleeing from a Satanic cult. 
",0.0
615,"She's a radical insomniac magician's assistant in the witness protection scheme. 
",0.0
616,"She's a manipulative cigar chomping snake charmer with someone else's memories.
",0.0
617,"She's a transdimensional thirtysomething advertising executive with the power to bend men's minds
",0.0
618,"She's a scantily clad mutant angel with only herself to blame
",0.0
619,"She's a cosmopolitan goth vampire trying to make a difference in a man's world
",0.0
620,"She's a manipulative bisexual cab driver living on borrowed time,
",0.0
621,"She's an orphaned hypochondriac research scientist with a birthmark shaped like Liberty's torch. 
",0.0
622,"She's an enchanted belly dancing mechanic with a song in her heart and a spring in her step
",0.0
623,"She's a ditzy hip hop mermaid looking for love in all the wrong places. 
",0.0
624,"She's a transdimensional Buddhist angel with a birthmark shaped like Liberty's torch,
",0.0
625,"She's They fight crime!
",0.0
626,"She's a time travelling mutant mermaid with a flame thrower
",0.0
627,"She's a man hating out of work mermaid who believes she is the reincarnation of an ancient Egyptian queen,
",0.0
628,"She's a radical hypochondriac doctor with the power to bend men's minds. 
",0.0
629,"She's an enchanted junkie college professor from aristocratic European stock. 
",0.0
630,"She's a cosmopolitan hip hop opera singer who believes she is the reincarnation of an ancient Egyptian queen. 
",0.0
631,"She's a vivacious antique collecting advertising executive with the power to bend men's minds. 
",0.0
632,"She's a time travelling paranoid Hell's Angel with the power to see death
",0.0
633,"She's a time travelling mutant college professor from out of town. 
",0.0
634,"She's a man hating punk mechanic looking for love in all the wrong places. 
",0.0
635,"She's a radical blonde mechanic from beyond the grave.
",0.0
636,"She's a virginal bisexual bodyguard from beyond the grave 
",0.0
637,"She's an orphaned blonde socialite who can talk to animals. 
",0.0
638,"She's a chain smoking antique collecting detective who believes she is the reincarnation of an ancient Egyptian queen
",0.0
639,"She's a radical insomniac hooker from beyond the grave 
",0.0
640,"She's a foxy African American widow with a birthmark shaped like Liberty's torch,
",0.0
641,"She's a chain smoking streetsmart bodyguard trying to make a difference in a man's world. 
",0.0
642,"She's a ditzy out of work opera singer fleeing from a Satanic cult. 
",0.0
643,"She's a manipulative winged pearl diver on the trail of a serial killer. 
",0.0
644,"She's a virginal extravagent pearl diver prone to fits of savage, blood crazed rage
",0.0
645,"She's a foxy junkie mercenary who can talk to animals,
",0.0
646,"She's a foxy junkie mechanic with a flame thrower
",0.0
647,"She's an enchanted snooty mercenary fleeing from a Satanic cult. 
",0.0
648,"She's a cold hearted antique collecting Hell's Angel with her own daytime radio talk show. 
",0.0
649,"She's a plucky paranoid pearl diver from a different time and place.
",0.0
650,"She's a vivacious streetsmart journalist from beyond the grave ,
",0.0
651,"She's a chain smoking snooty wrestler fleeing from a Satanic cult. 
",0.0
652,"She's a foxy French Canadian bodyguard with an MBA from Harvard
",0.0
653,"She's a ditzy mute lawyer from Mars. 
",0.0
654,"She's a foxy kleptomaniac opera singer who believes she is the reincarnation of an ancient Egyptian queen
",0.0
655,"She's an orphaned cigar chomping vampire with only herself to blame. 
",0.0
656,"She's a transdimensional foul mouthed magician's assistant from a different time and place. 
",0.0
657,"She's a virginal blonde mermaid living on borrowed time. 
",0.0
658,"She's a cosmopolitan streetsmart schoolgirl with the power to see death,
",0.0
659,"She's a wealthy motormouth journalist operating on the wrong side of the law. 
",0.0
660,"She's a radical antique collecting bodyguard living on borrowed time. 
",0.0
661,"She's a radical insomniac soap star with the power to see death. 
",0.0
662,"She's a scantily clad junkie museum curator with a flame thrower. 
",0.0
663,"She's a plucky African American mermaid in the witness protection scheme
",0.0
664,"She's an enchanted out of work snake charmer with a flame thrower,
",0.0
665,"She's an orphaned psychic college professor on the trail of a serial killer. 
",0.0
666,"She's a foxy psychic research scientist on her way to prison for a murder she didn't commit,
",0.0
667,"She's a sarcastic hip hop former first lady from a secret island of warrior women. 
",-0.012500000000000011
668,"She's a high kicking foul mouthed queen of the dead from aristocratic European stock.
",-0.013333333333333336
669,"She's a provocative communist former first lady who inherited a spooky stately manor from her late maiden aunt
",-0.016666666666666663
670,"She's a ditzy kleptomaniac former first lady who inherited a spooky stately manor from her late maiden aunt.
",-0.016666666666666663
671,"She's a high kicking extravagent doctor with a knack for trouble. 
",-0.020000000000000004
672,"She's an artistic belly dancing former first lady who hides her beauty behind a pair of thick framed spectacles. 
",-0.023333333333333362
673,"She's a psychotic motormouth stripper who dreams of becoming Elvis.
",-0.024999999999999994
674,"She's a blind mute soap star who dreams of becoming Elvis.
",-0.024999999999999994
675,"She's a green fingered Bolivian advertising executive living homeless in New York's sewers. 
",-0.03181818181818183
676,"She's a green fingered junkie widow living homeless in New York's sewers.
",-0.03181818181818183
677,"She's a cynical French Canadian safe cracker prone to fits of savage, blood crazed rage
",-0.033333333333333326
678,"She's a mentally unstable African American mermaid with the power to see death. 
",-0.03333333333333333
679,"She's an artistic mute advertising executive from a secret island of warrior women. 
",-0.033333333333333354
680,"She's a strong willed psychic cab driver operating on the wrong side of the law.
",-0.033333333333333354
681,"She's a warm hearted nymphomaniac college professor who hides her beauty behind a pair of thick framed spectacles
",-0.03333333333333336
682,"She's a chain smoking antique collecting single mother with only herself to blame. 
",-0.03571428571428571
683,"She's a sharp shooting renegade soap star looking for love in all the wrong places.
",-0.041666666666666664
684,"She's a sharp shooting African American mechanic with the power to see death.
",-0.041666666666666664
685,"She's a sharp shooting thirtysomething angel looking for love in all the wrong places. 
",-0.041666666666666664
686,"She's a pregnant insomniac single mother from a secret island of warrior women. 
",-0.046031746031746056
687,"She's a psychotic mutant Hell's Angel with the soul of a mighty warrior
",-0.04999999999999999
688,"She's a blind wisecracking nun with the soul of a mighty warrior. 
",-0.04999999999999999
689,"She's a bloodthirsty Bolivian mermaid with the soul of a mighty warrior.
",-0.04999999999999999
690,"She's a psychotic insomniac detective with the soul of a mighty warrior.
",-0.04999999999999999
691,"She's a mentally unstable hypochondriac angel with only herself to blame. 
",-0.05
692,"She's a mentally unstable French Canadian college professor on her way to prison for a murder she didn't commit.
",-0.05
693,"She's a mentally unstable insomniac widow from a different time and place.
",-0.05
694,"She's a sarcastic psychic queen of the dead with an MBA from Harvard. 
",-0.05
695,"She's a green fingered snooty queen of the dead married to the Mob.
",-0.05000000000000001
696,"She's an artistic mutant queen of the dead who inherited a spooky stately manor from her late maiden aunt. 
",-0.05555555555555556
697,"She's a bloodthirsty gold digging single mother with the soul of a mighty warrior
",-0.05714285714285713
698,"She's a sharp shooting French Canadian advertising executive from Mars. 
",-0.0625
699,"She's a green fingered French Canadian nun with only herself to blame
",-0.06666666666666667
700,"She's a cosmopolitan red headed queen of the dead prone to fits of savage, blood crazed rage
",-0.06666666666666667
701,"She's a sarcastic red headed mermaid who inherited a spooky stately manor from her late maiden aunt. 
",-0.06666666666666667
702,"She's a vivacious impetuous queen of the dead looking for love in all the wrong places. 
",-0.06666666666666667
703,"She's a cosmopolitan blonde widow with a knack for trouble. 
",-0.06666666666666667
704,"She's a wealthy cigar chomping mermaid who hides her beauty behind a pair of thick framed spectacles.
",-0.0666666666666667
705,"She's a high kicking belly dancing widow who inherited a spooky stately manor from her late maiden aunt.
",-0.06999999999999999
706,"She's a cold hearted blonde former first lady from a different time and place.
",-0.06999999999999999
707,"She's a man hating tempestuous single mother on her way to prison for a murder she didn't commit. 
",-0.07142857142857142
708,"She's a provocative out of work single mother with the power to see death.
",-0.07142857142857142
709,"She's an enchanted streetsmart single mother with a birthmark shaped like Liberty's torch.
",-0.07142857142857142
710,"She's an enchanted mute single mother living on borrowed time. 
",-0.07142857142857142
711,"She's a man hating tempestuous single mother on her way to prison for a murder she didn't commit. 
",-0.07142857142857142
712,"She's a manipulative gold digging single mother who can talk to animals. 
",-0.07142857142857142
713,"She's a vivacious out of work single mother who believes she is the reincarnation of an ancient Egyptian queen. 
",-0.07142857142857142
714,"She's a disco crazy thirtysomething socialite who dreams of becoming Elvis.
",-0.07499999999999998
715,"She's a beautiful cigar chomping doctor with an evil twin sister. 
",-0.07500000000000001
716,She's a hard bitten junkie opera singer living homeless in New York's sewers. ,-0.07765151515151517
717,"She's a blind belly dancing former first lady who believes she is the reincarnation of an ancient Egyptian queen.
",-0.08333333333333333
718,She's an artistic tempestuous traffic cop from the wrong side of the tracks,-0.08333333333333334
719,"She's a bloodthirsty African American fairy princess from a family of eight older brothers. 
",-0.08333333333333334
720,"She's a pregnant winged museum curator from the wrong side of the tracks
",-0.08333333333333334
721,"She's a pregnant wisecracking mermaid from the wrong side of the tracks
",-0.08333333333333334
722,"She's a mentally unstable impetuous single mother with a flame thrower. 
",-0.08571428571428572
723,"She's a hard bitten paranoid opera singer who don't take no shit from nobody
",-0.09583333333333334
724,"She's a hard bitten red headed Valkyrie from a different time and place
",-0.09722222222222222
725,"She's a disco crazy snooty Valkyrie with the soul of a mighty warrior
",-0.09999999999999998
726,"She's a cold hearted foul mouthed pearl diver with the soul of a mighty warrior. 
",-0.09999999999999998
727,"She's a transdimensional African American Hell's Angel who inherited a spooky stately manor from her late maiden aunt. 
",-0.09999999999999999
728,"She's a ditzy African American cab driver who inherited a spooky stately manor from her late maiden aunt. 
",-0.09999999999999999
729,"She's a psychotic cigar chomping stripper descended from a line of powerful witches
",-0.1
730,"She's a mentally unstable hypochondriac schoolgirl who can talk to animals. 
",-0.1
731,"She's a virginal red headed widow with a knack for trouble. 
",-0.1
732,"She's a mentally unstable mutant Hell's Angel with a flame thrower. 
",-0.1
733,"She's a green fingered thirtysomething advertising executive from aristocratic European stock
",-0.1
734,"She's a mentally unstable psychic traffic cop with a birthmark shaped like Liberty's torch.
",-0.1
735,"She's a mentally unstable punk mechanic with a song in her heart and a spring in her step. 
",-0.1
736,"She's a time travelling green skinned barmaid from a different time and place
",-0.1
737,"She's a mentally unstable wisecracking angel who believes she is the reincarnation of an ancient Egyptian queen. 
",-0.1
738,"She's a mentally unstable out of work mercenary in the witness protection scheme. 
",-0.1
739,"She's a blind antique collecting mercenary descended from a line of powerful witches
",-0.1
740,"She's an artistic communist former first lady with an evil twin sister.
",-0.10416666666666669
741,"She's a high kicking Buddhist safe cracker with an evil twin sister. 
",-0.11333333333333333
742,"She's a disco crazy impetuous former first lady with a birthmark shaped like Liberty's torch. 
",-0.11666666666666665
