,Description,Sentiment
375,"He's an otherworldly one eyed waffle chef with a robot buddy named Sparky.
",0.0
376,"He's an impetuous devious shaman from a doomed world.
",0.0
377,"He's an unconventional Republican dog catcher who must take medication to keep him sane.
",0.0
378,"He's a lounge singing flyboy astronaut on his last day in the job.
",0.0
379,"He's an otherworldly hunchbacked astronaut from a doomed world.
",0.0
380,"He's an immortal overambitious sorceror with a mysterious suitcase handcuffed to his arm.
",0.0
381,"He's an oversexed bohemian werewolf possessed of the uncanny powers of an insect.
",0.0
382,"He's a bookish amnesiac matador on a mission from God.
",0.0
383,"He's a bookish one eyed photographer from the 'hood.
",0.0
384,"He's a gun slinging playboy messiah haunted by memories of 'Nam.
",0.0
385,"He's a deeply religious misogynist astronaut from the Mississippi delta.
",0.0
386,"He's a notorious playboy stage actor with a mysterious suitcase handcuffed to his arm.
",0.0
387,"He's a scarfaced dishevelled senator with acid for blood.
",0.0
388,"He's a suicidal Jewish paranormal investigator from the 'hood.
",0.0
389,"He's a gun slinging guerilla shaman on a mission from God. 
",0.0
390,"He's a suicidal coffee fuelled assassin from the Mississippi delta.
",0.0
391,"He's a scarfaced guitar strumming grifter with acid for blood.
",0.0
392,"He's a scarfaced hunchbacked shaman in a wheelchair.
",0.0
393,"He's a lounge singing ninja farmboy.
",0.0
394,"He's an immortal Jewish photographer on his last day in the job.
",0.0
395,"He's an uncontrollable flyboy assassin with no name. 
",0.0
396,"He's a lounge singing zombie romance novelist in a wheelchair.
",0.0
397,"He's an immortal zombie dog catcher in a wheelchair.
",0.0
398,"He's an ungodly voodoo assassin on a mission from God.
",0.0
399,"He's an uncontrollable umbrella wielding matador looking for a cure to the poison coursing through his veins.
",0.0
400,"He's a scarfaced umbrella wielding jungle king on the edge.
",0.0
401,"He's a short sighted playboy farmboy from the Mississippi delta. 
",0.0
402,"He's a suave zombie vagrant possessed of the uncanny powers of an insect.
",0.0
403,"He's an immortal zombie stage actor with a mysterious suitcase handcuffed to his arm.
",0.0
404,"He's a genetically engineered skateboarding cat burglar with a robot buddy named Sparky,
",0.0
405,"He's an obese ninja dog catcher haunted by memories of 'Nam. 
",0.0
406,"He's a time tossed guerilla vampire hunter with no name. 
",0.0
407,"He's a one legged one eyed astronaut with nothing left to lose. 
",0.0
408,"He's a suave day dreaming astronaut from the Mississippi delta,
",0.0
409,"He's a witless Republican shaman on his last day in the job. 
",0.0
410,"He's an unconventional moralistic vagrant with no name. 
",0.0
411,"He's an uncontrollable dishevelled cowboy looking for 'the Big One.' 
",0.0
412,"He's an obese Republican farmboy with acid for blood. 
",0.0
413,"He's an underprivileged neurotic farmboy on his last day in the job.
",0.0
414,"He's a time tossed devious astronaut on the run. 
",0.0
415,"He's a deeply religious bohemian romance novelist possessed of the uncanny powers of an insect,
",0.0
416,"He's a short sighted zombie shaman for the st century. 
",0.0
417,"He's an obese zombie shaman with nothing left to lose. 
",0.0
418,"He's a short sighted umbrella wielding matador on the edge,
",0.0
419,"He's an ungodly native American househusband from the Mississippi delta. 
",0.0
420,"He's a time tossed arachnophobic gangster in a wheelchair.
",0.0
421,"He's a short sighted guerilla vampire hunter from the Mississippi delta. 
",0.0
422,"He's a jaded native American waffle chef from the 'hood,
",0.0
423,"He's a suave albino hairdresser with nothing left to lose,
",0.0
424,"He's a maverick playboy rock star for the st century.
",0.0
425,"He's a deeply religious native American farmboy on the edge.
",0.0
426,"He's a lounge singing soccer playing stage actor from the Mississippi delta
",0.0
427,"He's a globe trotting coffee fuelled farmboy from a doomed world.
",0.0
428,"He's a time tossed shark wrestling boxer on the run
",0.0
429,"He's a genetically engineered day dreaming messiah with acid for blood
",0.0
430,"He's an unconventional dishevelled cowboy in a wheelchair
",0.0
431,"He's an obese one eyed paranormal investigator who must take medication to keep him sane. 
",0.0
432,"He's a bookish voodoo cowboy in a wheelchair
",0.0
433,"He's a one legged Amish cop possessed of the uncanny powers of an insect
",0.0
434,"He's a suave devious gentleman spy with a mysterious suitcase handcuffed to his arm
",0.0
435,"He's a maverick Jewish shaman on the run,
",0.0
436,"He's a suave day dreaming librarian looking for a cure to the poison coursing through his veins
",0.0
437,"He's an otherworldly hunchbacked dwarf living undercover at Ringling Bros. Circus.
",0.0
438,"He's a scarfaced native American astronaut 
",0.0
439,"He's a time tossed Jewish gangster looking for 'the Big One.' 
",0.0
440,"He's a scarfaced Catholic dwarf for the st century,
",0.0
441,"He's an ungodly vegetarian shaman haunted by memories of 'Nam.
",0.0
442,"He's a benighted guitar strumming filmmaker possessed of the uncanny powers of an insect.
",0.0
443,"He's an immortal pirate shaman looking for 'the Big One.'
",0.0
444,"He's a notorious playboy shaman on the run.
",0.0
445,"He's an otherworldly white trash shaman from a doomed world,
",0.0
446,"He's a war weary Jewish dog catcher looking for a cure to the poison coursing through his veins.
",0.0
447,"He's an impetuous crooked firefighter from a doomed world.
",0.0
448,"He's an ungodly neurotic rock star on a mission from God,
",0.0
449,"He's a benighted moralistic dog catcher from the Mississippi delta.
",0.0
450,"He's a lounge singing flyboy cowboy on a mission from God. 
",0.0
451,"He's a one legged hunchbacked dog catcher haunted by memories of 'Nam.
",0.0
452,"He's a bookish guitar strumming hairdresser with a mysterious suitcase handcuffed to his arm,
",0.0
453,"He's a leather clad misogynist farmboy haunted by memories of 'Nam
",0.0
454,"He's a bookish hunchbacked waffle chef on the edge. 
",0.0
455,"He's a gun slinging Amish grifter looking for a cure to the poison coursing through his veins. 
",0.0
456,"He's an impetuous albino paranormal investigator living undercover at Ringling Bros. Circus. 
",0.0
457,"He's a suicidal ninja cowboy from the 'hood. 
",0.0
458,"He's a notorious moralistic farmboy with a robot buddy named Sparky.
",0.0
459,"He's a short sighted coffee fuelled astronaut  
",0.0
460,"He's a war weary vegetarian filmmaker on the edge. 
",0.0
461,He's a maverick voodoo matador from the Mississippi delta,0.0
462,"He's an obese shark wrestling cyborg on the run.
",0.0
463,"He's a war weary zombie waffle chef from the Mississippi delta.
",0.0
464,He's an unconventional crooked stage actor ,0.0
465,"He's an ungodly day dreaming ex con from the 'hood. 
",0.0
466,"He's a war weary flyboy filmmaker with a robot buddy named Sparky
",0.0
467,"He's a scrappy guerilla waffle chef looking for 'the Big One.'
",0.0
468,"He's an immortal ninja gangster looking for 'the Big One.'
",0.0
469,"He's an immortal voodoo rock star haunted by memories of 'Nam.
",0.0
470,"He's a suicidal devious ex con from a doomed world
",0.0
471,"He's a leather clad overambitious gangster from the Mississippi delta
",0.0
472,"He's a deeply religious soccer playing gangster looking for a cure to the poison coursing through his veins
",0.0
473,"He's an immortal zombie grifter haunted by memories of 'Nam
",0.0
474,"He's an otherworldly guitar strumming boxer with acid for blood
",0.0
475,"He's a lounge singing native American librarian who must take medication to keep him sane
",0.0
476,"He's a suave misogynist astronaut for the st century
",0.0
477,"He's a genetically engineered ninja paramedic looking for a cure to the poison coursing through his veins. 
",0.0
478,"He's a sword wielding albino messiah living undercover at Ringling Bros. Circus. 
",0.0
479,"He's a suave one eyed assassin living undercover at Ringling Bros. Circus. 
",0.0
480,"He's a bookish neurotic matador on the run. 
",0.0
481,"He's a gun slinging pirate photographer from a doomed world. 
",0.0
482,"He's a jaded hunchbacked assassin from the Mississippi delta. 
",0.0
483,"He's an otherworldly albino gangster who must take medication to keep him sane. 
",0.0
484,"He's a short sighted day dreaming photographer for the st century. 
",0.0
485,"He's a benighted day dreaming cop for the st century. 
",0.0
486,He's a scarfaced hunchbacked stage actor in a wheelchair. ,0.0
487,"He's an underprivileged overambitious stage actor with acid for blood. 
",0.0
488,"He's an obese ninja cowboy from a doomed world. 
",0.0
489,"He's a gun slinging dishevelled filmmaker from the 'hood
",0.0
490,"He's a maverick native American senator looking for a cure to the poison coursing through his veins.
",0.0
491,"He's a genetically engineered pirate inventor from the 'hood,
",0.0
492,"He's an uncontrollable voodoo cat burglar on a mission from God. 
",0.0
493,"He's an unconventional Amish sorceror on a mission from God. 
",0.0
494,"He's an ungodly neurotic werewolf living undercover at Ringling Bros. Circus,
",0.0
495,"He's a scarfaced bohemian vagrant with acid for blood,
",0.0
496,"He's an all American coffee fuelled assassin for the st century. 
",0.0
497,"He's a sword wielding zombie jungle king  
",0.0
498,"He's an unconventional overambitious librarian with nothing left to lose. 
",0.0
499,"He's a globe trotting shark wrestling paranormal investigator from the 'hood
",0.0
500,"He's a jaded arachnophobic cowboy with nothing left to lose. 
",0.0
501,"He's a sword wielding Jewish filmmaker possessed of the uncanny powers of an insect
",0.0
502,"He's a benighted moralistic vagrant for the st century
",0.0
503,"He's a gun slinging arachnophobic vagrant on his last day in the job. 
",0.0
504,"He's a scrappy zombie assassin possessed of the uncanny powers of an insect.
",0.0
505,"He's a bookish Jewish werewolf haunted by memories of 'Nam. 
",0.0
506,"He's a one legged Jewish paramedic from the Mississippi delta. 
",0.0
507,"He's an impetuous Amish grifter with a robot buddy named Sparky.
",0.0
508,"He's a war weary skateboarding dwarf  
",0.0
509,"He's a notorious Republican librarian with nothing left to lose. 
",0.0
510,"He's a globe trotting native American paranormal investigator on the run.
",0.0
511,"He's a suave Republican filmmaker on a mission from God. 
",0.0
512,"He's a maverick crooked matador who must take medication to keep him sane. 
",0.0
513,"He's an ungodly devious filmmaker for the st century.
",0.0
514,"He's an obese Republican cyborg looking for a cure to the poison coursing through his veins. 
",0.0
515,"He's a scrappy day dreaming dwarf from the 'hood. 
",0.0
516,"He's a scarfaced umbrella wielding senator living undercover at Ringling Bros
",0.0
517,"He's a scrappy amnesiac cyborg from a doomed world. 
",0.0
518,"He's a gun slinging albino filmmaker with acid for blood
",0.0
519,"He's an otherworldly bohemian dwarf with acid for blood. 
",0.0
520,"He's an underprivileged ninja gangster haunted by memories of 'Nam. 
",0.0
521,"He's a witless flyboy astronaut looking for a cure to the poison coursing through his veins. 
",0.0
522,"He's an obese misogynist cyborg from a doomed world. 
",0.0
523,"He's a jaded hunchbacked vagrant from the Mississippi delta. 
",0.0
524,"He's an underprivileged skateboarding romance novelist with a robot buddy named Sparky. 
",0.0
525,"He's a globe trotting Jewish gentleman spy with no name. 
",0.0
526,"He's an underprivileged hunchbacked farmboy with a mysterious suitcase handcuffed to his arm.
",0.0
527,"He's an unconventional dishevelled dwarf on the edge. 
",0.0
528,"He's a deeply religious arachnophobic astronaut with acid for blood. 
",0.0
529,"He's an otherworldly day dreaming waffle chef from a doomed world. 
",0.0
530,"He's a leather clad guerilla matador from the 'hood. 
",0.0
531,"He's a genetically engineered pirate inventor for the st century. 
",0.0
532,"He's a scarfaced zombie gentleman spy haunted by memories of 'Nam.
",0.0
533,"He's a deeply religious devious hairdresser with acid for blood. 
",0.0
534,"He's a globe trotting misogynist vampire hunter on a mission from God. 
",0.0
535,"He's an immortal voodoo rock star on the edge. 
",0.0
536,"He's an otherworldly albino werewolf from the Mississippi delta. 
",0.0
537,"He's an all American Jewish stage actor from a doomed world
",0.0
538,"He's a deeply religious one eyed cyborg living undercover at Ringling Bros. Circus. 
",0.0
539,"He's an uncontrollable native American astronaut from a doomed world.
",0.0
540,"He's a one legged moralistic cowboy possessed of the uncanny powers of an insect. 
",0.0
541,"He's an oversexed vegetarian stage actor from a doomed world.
",0.0
542,"He's a gun slinging pirate dog catcher haunted by memories of 'Nam. 
",0.0
543,"He's a maverick neurotic hairdresser possessed of the uncanny powers of an insect
",0.0
544,"He's an unconventional hunchbacked cop on the edge. 
",0.0
545,"He's a one legged arachnophobic gentleman spy with a mysterious suitcase handcuffed to his arm. 
",0.0
546,"He's an ungodly soccer playing waffle chef haunted by memories of 'Nam
",0.0
547,"He's a jaded neurotic dog catcher who must take medication to keep him sane
",0.0
548,"He's an oversexed coffee fuelled gentleman spy for the st century. 
",0.0
549,"He's an obese chivalrous cat burglar with a robot buddy named Sparky.
",0.0
550,"He's a bookish moralistic paranormal investigator on his last day in the job.
",0.0
551,"He's an uncontrollable moralistic jungle king living undercover at Ringling Bros. Circus.
",0.0
552,"He's a genetically engineered zombie cop with a mysterious suitcase handcuffed to his arm
",0.0
553,"He's a suave one eyed waffle chef looking for a cure to the poison coursing through his veins
",0.0
554,"He's a genetically engineered Amish librarian looking for a cure to the poison coursing through his veins. 
",0.0
555,"He's an uncontrollable hunchbacked grifter on his last day in the job.
",0.0
556,"He's a time tossed crooked cat burglar looking for 'the Big One.'
",0.0
557,"He's an unconventional skateboarding romance novelist on the edge
",0.0
558,"He's a notorious native American hairdresser on the run.
",0.0
559,He's a time tossed Republican rock star ,0.0
560,"He's a hate fuelled white trash cyborg with a winning smile and a way with the ladies
",-1.3877787807814457e-17
561,"He's an old fashioned Republican card sharp on the edge. 
",-0.012499999999999997
562,"He's a superhumanly strong small town sorceror who believes he can never love again. 
",-0.022222222222222237
563,"He's a superhumanly strong shark wrestling master criminal in drag.
",-0.022222222222222244
564,"He's a fast talking alcoholic waffle chef with acid for blood
",-0.024999999999999994
565,"He's a scarfaced small town romance novelist with a passion for fast cars.
",-0.024999999999999994
566,"He's a bookish small town househusband with a passion for fast cars. 
",-0.024999999999999994
567,"He's a fast talking alcoholic sorceror possessed of the uncanny powers of an insect. 
",-0.024999999999999994
568,"He's a fast talking alcoholic romance novelist with acid for blood
",-0.024999999999999994
569,"He's a shy drug addicted photographer with a winning smile and a way with the ladies. 
",-0.02500000000000001
570,"He's a lounge singing drug addicted farmboy searching for his wife's true killer.
",-0.025000000000000022
571,"He's an unconventional sweet toothed jungle king who hides his scarred face behind a mask.
",-0.025000000000000022
572,"He's an immortal umbrella wielding master criminal searching for his wife's true killer.
",-0.025000000000000022
573,"He's a leather clad sweet toothed master criminal on the edge
",-0.025000000000000022
574,"He's an immortal sweet toothed photographer with a secret. 
",-0.025000000000000022
575,"He's a suicidal sweet toothed househusband who hides his scarred face behind a mask. 
",-0.025000000000000022
576,"He's a superhumanly strong vegetarian card sharp with a secret. 
",-0.030555555555555575
577,"He's a lonely Jewish hairdresser looking for 'the Big One.' 
",-0.033333333333333326
578,"He's a lonely crooked librarian with nothing left to lose. 
",-0.033333333333333326
579,"He's a superhumanly strong moralistic stage actor on the wrong side of the law.
",-0.033333333333333354
580,"He's a short sighted voodoo card sharp with a mysterious suitcase handcuffed to his arm.
",-0.041666666666666664
581,"He's a lonely Amish paranormal investigator with a mysterious suitcase handcuffed to his arm
",-0.04999999999999999
582,"He's a lonely crooked paranormal investigator in a wheelchair.
",-0.04999999999999999
583,"He's a lonely flyboy boxer looking for 'the Big One
",-0.04999999999999999
584,"He's a gun slinging Jewish hairdresser in drag.
",-0.05
585,"He's a sword wielding white trash inventor in drag. 
",-0.05
586,"He's a short sighted guitar strumming romance novelist in drag. 
",-0.05
587,"He's a time tossed Jewish senator in drag. 
",-0.05
588,"He's a short sighted Jewish master criminal with a passion for fast cars. 
",-0.05
589,"He's a bookish drug addicted card sharp searching for his wife's true killer.
",-0.05833333333333335
590,"He's a globe trotting white trash card sharp living undercover at Ringling Bros. Circus.
",-0.0625
591,"He's a scrappy Catholic card sharp with no name.
",-0.0625
592,"He's a one legged playboy card sharp with nothing left to lose
",-0.0625
593,"He's a sword wielding Republican card sharp with a mysterious suitcase handcuffed to his arm. 
",-0.0625
594,"He's a leather clad white trash card sharp haunted by memories of 'Nam.
",-0.0625
595,"He's a genetically engineered voodoo card sharp with a mysterious suitcase handcuffed to his arm.
",-0.0625
596,"He's a war weary crooked card sharp living undercover at Ringling Bros. Circus.
",-0.0625
597,"He's a deeply religious playboy card sharp in a wheelchair,
",-0.0625
598,"He's a deeply religious crooked Green Beret looking for a cure to the poison coursing through his veins.
",-0.06666666666666667
599,"He's an oversexed Catholic Green Beret on his last day in the job. 
",-0.06666666666666667
600,"He's a lonely crooked card sharp from the 'hood. 
",-0.075
601,"He's a fiendish albino cowboy haunted by an iconic dead American confidante
",-0.075
602,"He's a shy bohemian senator searching for his wife's true killer.
",-0.07500000000000001
603,"He's a fiendish one eyed barbarian on the hunt for the last specimen of a great and near mythical creature
",-0.07999999999999996
604,"He's a deeply religious small town paranormal investigator with a mysterious suitcase handcuffed to his arm. 
",-0.08333333333333333
605,"He's a fiendish gay firefighter living undercover at Ringling Bros. Circus.
",-0.09166666666666665
606,"He's a lonely hunchbacked rock star from the 'hood.
",-0.09999999999999998
607,"He's a lonely soccer playing boxer for the st century. 
",-0.09999999999999998
608,"He's a lonely shark wrestling inventor with acid for blood
",-0.09999999999999998
609,"He's a world famous dishevelled barbarian looking for a cure to the poison coursing through his veins. 
",-0.09999999999999998
610,"He's a lonely voodoo shaman for the st century. 
",-0.09999999999999998
611,"He's a lonely voodoo firefighter in a wheelchair. 
",-0.09999999999999998
612,"He's a lonely vegetarian messiah on the edge. 
",-0.09999999999999998
613,"He's a lonely vegetarian senator living undercover at Ringling Bros. Circus. 
",-0.09999999999999998
614,He's a lonely pirate werewolf on a mission from God. ,-0.09999999999999998
615,He's a one legged Amish barbarian haunted by an iconic dead American confidante,-0.09999999999999999
616,"He's a suave Amish hairdresser in drag. 
",-0.1
617,"He's a gun slinging bohemian jungle king in drag. 
",-0.1
618,"He's an oversexed bohemian Green Beret with nothing left to lose.
",-0.1
619,"He's a jaded Republican sorceror in drag. 
",-0.1
620,"He's a lounge singing crooked stage actor moving from town to town, helping folk in trouble
",-0.1
621,"He's a genetically engineered amnesiac hairdresser in drag
",-0.1
622,"He's a fast talking hunchbacked waffle chef who hides his scarred face behind a mask.
",-0.1
623,"He's a time tossed arachnophobic hairdresser in drag. 
",-0.1
624,"He's a suicidal chivalrous dog catcher in drag.
",-0.1
625,"He's a suave white trash Green Beret for the st century,
",-0.1
626,"He's a benighted arachnophobic inventor in drag.
",-0.1
627,"He's a suicidal Catholic sorceror on a search for his missing sister
",-0.1
628,"He's a fast talking Amish dwarf fleeing from a secret government programme. 
",-0.1
629,"He's a genetically engineered crooked waffle chef trapped in a world he never made. 
",-0.1
630,"He's a fast talking guerilla master criminal in a wheelchair
",-0.1
631,"He's a bookish native American cat burglar on a search for his missing sister.
",-0.1
632,"He's an all American ninja hairdresser moving from town to town, helping folk in trouble.
",-0.1
633,"He's a war weary hunchbacked messiah in drag.
",-0.1
634,"He's a fast talking flyboy master criminal on the edge
",-0.1
635,"He's a war weary Catholic cat burglar moving from town to town, helping folk in trouble. 
",-0.1
636,"He's a scarfaced drug addicted matador with a passion for fast cars.
",-0.1
637,"He's a witless crooked Green Beret haunted by memories of 'Nam. 
",-0.1
638,"He's a short sighted ninja jungle king on a search for his missing sister. 
",-0.1
639,"He's a suicidal white trash househusband on a search for his missing sister.
",-0.1
640,"He's a time tossed sweet toothed master criminal who believes he can never love again.
",-0.10000000000000002
641,"He's a witless neurotic card sharp in drag
",-0.1125
642,"He's a bookish zombie card sharp living undercover at Ringling Bros. Circus. 
",-0.125
643,"He's an unconventional flyboy card sharp in a wheelchair. 
",-0.125
644,"He's a benighted crooked dwarf who believes he can never love again. 
",-0.125
645,"He's a time tossed native American senator who believes he can never love again,
",-0.125
646,"He's a deeply religious small town senator in a wheelchair. 
",-0.125
647,"He's a jaded small town rock star on his last day in the job.
",-0.125
648,"He's a notorious alcoholic paramedic on his last day in the job.
",-0.125
649,"He's a hate fuelled Amish vampire hunter haunted by an iconic dead American confidante 
",-0.125
650,"He's an uncontrollable playboy card sharp with no name. 
",-0.125
651,"He's a globe trotting alcoholic cowboy with nothing left to lose.
",-0.125
652,"He's a deeply religious alcoholic gangster from the Mississippi delta
",-0.125
653,"He's an impetuous Catholic gangster who believes he can never love again,
",-0.125
654,"He's a benighted small town dog catcher with nothing left to lose
",-0.125
655,"He's a benighted alcoholic boxer with a mysterious suitcase handcuffed to his arm
",-0.125
656,"He's an impetuous misogynist card sharp on the run. 
",-0.125
657,"He's a fiendish neurotic filmmaker searching for his wife's true killer. 
",-0.125
658,"He's a short sighted small town shaman possessed of the uncanny powers of an insect.
",-0.125
659,"He's an uncontrollable Jewish paramedic who believes he can never love again.
",-0.125
660,"He's a scrappy small town cop with a mysterious suitcase handcuffed to his arm
",-0.125
661,"He's a scarfaced soccer playing card sharp from a doomed world.
",-0.125
662,"He's a superhumanly strong flyboy firefighter gone bad.
",-0.13333333333333328
663,"He's an old fashioned native American farmboy who hangs with the wrong crowd.
",-0.13333333333333333
664,"He's a short sighted crooked master criminal haunted by memories of 'Nam. 
",-0.13333333333333333
665,"He's a short sighted hunchbacked Green Beret who believes he can never love again.
",-0.15
666,"He's a fast talking neurotic sorceror who knows the secret of the alien invasion.
",-0.15
667,"He's a lonely flyboy dog catcher trapped in a world he never made,
",-0.15
668,"He's a lonely devious astronaut trapped in a world he never made.
",-0.15
669,"He's a lonely umbrella wielding matador moving from town to town, helping folk in trouble.
",-0.15
670,"He's an underprivileged chivalrous Green Beret in drag.
",-0.15000000000000002
671,"He's an old fashioned shark wrestling hairdresser who hides his scarred face behind a mask.
",-0.15000000000000002
672,"He's an all American Jewish astronaut who knows the secret of the alien invasion. 
",-0.1625
673,"He's an oversexed moralistic card sharp moving from town to town, helping folk in trouble. 
",-0.1625
674,"He's an obese Catholic barbarian with a passion for fast cars
",-0.16666666666666666
675,"He's a short sighted crooked librarian on the wrong side of the law.
",-0.16666666666666666
676,"He's a shy crooked grifter looking for 'the Big One.' 
",-0.16666666666666666
677,"He's a one legged alcoholic librarian in drag.
",-0.175
678,"He's a lounge singing alcoholic card sharp on a mission from God. 
",-0.1875
679,"He's a Nobel prize winning umbrella wielding sorceror plagued by the memory of his family's brutal murder.
",-0.1875
680,"He's a hate fuelled gay photographer from a doomed world.
",-0.19166666666666668
681,"He's a fiendish crooked dog catcher on his last day in the job.
",-0.19999999999999998
682,"He's a fiendish Amish cowboy with a passion for fast cars.
",-0.19999999999999998
683,"He's a fiendish pirate stage actor with a passion for fast cars
",-0.19999999999999998
684,"He's a witless crooked master criminal with acid for blood. 
",-0.2
685,"He's a short sighted pirate waffle chef with a secret
",-0.2
686,"He's a one legged crooked dog catcher fleeing from a secret government programme
",-0.2
687,"He's an uncontrollable albino grifter moving from town to town, helping folk in trouble. 
",-0.2
688,"He's a time tossed chivalrous messiah on a search for his missing sister
",-0.2
689,"He's a time tossed coffee fuelled Green Beret on a search for his missing sister. 
",-0.2
690,"He's an immortal Catholic farmboy with a secret
",-0.2
691,"He's a jaded soccer playing librarian on a search for his missing sister. 
",-0.2
692,"He's a globe trotting bohemian Green Beret from the Mississippi delta
",-0.2
693,"He's a deeply religious amnesiac boxer who hides his scarred face behind a mask
",-0.2
694,"He's a maverick guerilla farmboy moving from town to town, helping folk in trouble
",-0.2
695,"He's a maverick guerilla cat burglar on a search for his missing sister
",-0.2
696,"He's a scarfaced white trash master criminal from the Mississippi delta. 
",-0.2
697,"He's a leather clad ninja cop on a search for his missing sister
",-0.2
698,"He's a maverick albino farmboy trapped in a world he never made
",-0.2
699,"He's a deeply religious zombie vampire hunter who hides his scarred face behind a mask.
",-0.2
700,"He's a time tossed coffee fuelled librarian trapped in a world he never made.
",-0.2
701,"He's a globe trotting albino firefighter moving from town to town, helping folk in trouble
",-0.2
702,"He's an unconventional bohemian paramedic on a search for his missing sister. 
",-0.2
703,"He's an immortal devious hairdresser on a search for his missing sister.
",-0.2
704,"He's a scrappy shark wrestling househusband moving from town to town, helping folk in trouble.
",-0.2
705,"He's an obese Catholic farmboy with a secret.
",-0.2
706,"He's a jaded albino firefighter on a search for his missing sister.
",-0.2
707,"He's a leather clad day dreaming Green Beret living undercover at Ringling Bros. Circus. 
",-0.2
708,"He's a benighted native American paranormal investigator with a secret. 
",-0.2
709,"He's a lounge singing one eyed rock star trapped in a world he never made.
",-0.2
710,"He's a maverick arachnophobic househusband moving from town to town, helping folk in trouble.
",-0.2
711,"He's an immortal native American messiah with a secret.
",-0.2
712,"He's an unconventional ninja paranormal investigator trapped in a world he never made.
",-0.2
713,"He's an unconventional moralistic filmmaker moving from town to town, helping folk in trouble
",-0.2
714,"He's an all American Republican werewolf fleeing from a secret government programme.
",-0.2
715,"He's a benighted flyboy grifter on a search for his missing sister. 
",-0.2
716,"He's a time tossed coffee fuelled librarian moving from town to town, helping folk in trouble
",-0.2
717,"He's an otherworldly coffee fuelled romance novelist moving from town to town, helping folk in trouble
",-0.2
718,"He's a bookish zombie jungle king trapped in a world he never made. 
",-0.2
719,"He's an impetuous umbrella wielding dog catcher on a search for his missing sister.
",-0.2
720,"He's a short sighted zombie firefighter fleeing from a secret government programme. 
",-0.2
721,"He's an all American Amish househusband who hides his scarred face behind a mask. 
",-0.2
722,"He's a maverick drug addicted paramedic looking for 'the Big One.' 
",-0.2
723,"He's a time tossed shark wrestling Green Beret from a doomed world. 
",-0.2
724,"He's a witless one eyed sorceror trapped in a world he never made.
",-0.2
725,"He's a gun slinging zombie assassin on a search for his missing sister.
",-0.2
726,"He's a lounge singing drug addicted messiah looking for 'the Big One.' 
",-0.2
727,"He's a gun slinging drug addicted vampire hunter with a mysterious suitcase handcuffed to his arm. 
",-0.2
728,"He's a gun slinging flyboy firefighter on a search for his missing sister. 
",-0.2
729,"He's a scrappy umbrella wielding sorceror moving from town to town, helping folk in trouble
",-0.2
730,"He's an unconventional devious librarian trapped in a world he never made.
",-0.2
731,"He's a suave dishevelled messiah moving from town to town, helping folk in trouble
",-0.2
732,"He's a suicidal Amish jungle king trapped in a world he never made
",-0.2
733,"He's a maverick zombie inventor moving from town to town, helping folk in trouble
",-0.2
734,"He's an old fashioned playboy grifter who hangs with the wrong crowd.
",-0.2
735,"He's an immortal crooked master criminal on a mission from God.
",-0.2
736,"He's a maverick soccer playing househusband on a search for his missing sister. 
",-0.2
737,"He's an otherworldly bohemian firefighter on a search for his missing sister.
",-0.2
738,"He's a gun slinging guerilla cat burglar trapped in a world he never made.
",-0.2
739,"He's a maverick drug addicted messiah with nothing left to lose.
",-0.2
740,"He's a scrappy Jewish senator fleeing from a secret government programme.
",-0.2
741,"He's a jaded guitar strumming Green Beret from a doomed world.
",-0.2
742,"He's a scrappy shark wrestling werewolf moving from town to town, helping folk in trouble.
",-0.2
743,"He's an uncontrollable Republican dog catcher trapped in a world he never made.
",-0.2
744,"He's an all American zombie master criminal with a robot buddy named Sparky.
",-0.2
745,"He's a leather clad umbrella wielding rock star trapped in a world he never made.
",-0.2
746,"He's an all American soccer playing master criminal trapped in a world he never made
",-0.20000000000000004
747,"He's a shy amnesiac card sharp on his last day in the job.
",-0.20833333333333334
748,"He's a short sighted skateboarding cowboy who knows the secret of the alien invasion,
",-0.21666666666666667
749,"He's an all American one eyed dog catcher who knows the secret of the alien invasion.
",-0.21666666666666667
750,"He's a shy sweet toothed astronaut who hangs with the wrong crowd,
",-0.21666666666666667
751,"He's an all American moralistic hairdresser who knows the secret of the alien invasion.
",-0.21666666666666667
752,"He's a deeply religious bohemian stage actor who knows the secret of the alien invasion. 
",-0.21666666666666667
753,"He's an oversexed Catholic househusband who knows the secret of the alien invasion
",-0.21666666666666667
754,"He's a deeply religious umbrella wielding firefighter who knows the secret of the alien invasion. 
",-0.21666666666666667
755,"He's a notorious Jewish dog catcher who knows the secret of the alien invasion.
",-0.21666666666666667
756,"He's an oversexed small town astronaut trapped in a world he never made.
",-0.225
757,"He's a one legged small town waffle chef on a search for his missing sister.
",-0.225
758,"He's an oversexed small town cyborg moving from town to town, helping folk in trouble. 
",-0.225
759,"He's a shy native American cowboy trapped in a world he never made.
",-0.2333333333333333
760,"He's a shy one eyed Green Beret looking for 'the Big One,
",-0.2333333333333333
761,"He's a world famous vegetarian barbarian on the wrong side of the law.
",-0.2333333333333333
762,"He's a hate fuelled small town farmboy searching for his wife's true killer.
",-0.23333333333333336
763,"He's a jaded drug addicted dog catcher in drag.
",-0.25
764,"He's a scarfaced alcoholic filmmaker from the 'hood,
",-0.25
765,"He's a notorious alcoholic shaman with a robot buddy named Sparky.
",-0.25
